岗位名称,企业名称,最低薪资,最高薪资,工作城市,工作区域,工作街道,学历要求,工作年限要求,企业规模,企业性质,工作类型,岗位发布时间,岗位要求,source,js 有深度学习，机器学习，搜索，推荐等算法经验优先。 任职要求,任意一种计算机语言都可以～都在招哦～全国多个城市在招,偶尔加班若加班一天工作时间不超过10小时， 具体时间以项目告知为准 4.能一周左右入职 5.工作地点,善于寻求资源解决问题;对工作的熟悉度提升后，有自己创新的想法。表现出解决复杂问题的能力。6.可独立领导跨组的项目;在专业方面可以指导和培养新员工任职条件,工作稳定。入职即签合同，六险一金，社保全额，有带教！地点:北京 上海 杭州 苏州 南京 成都 武汉 西安 深圳 东莞全程线上面试，下午茶齐全，夜宵备好，城际班车。硬件开发/嵌入式开发/AI/算法/通用软件开发测试等都有职位。java/c/++/python/测试/GO/前端职位描述,开展后端服务的设计、开发、测试等工作；3、根据实际业务需求，完成各类设计文档、分析报告、ppt等材料的部分内容；4、根据部门领导安排的其他工作任务。 岗位要求,程序设计；3.根据设计文档或需求说明完成代码编写，调试，测试和维护；4.分析并解决软件开发过程中的问题；5.协助测试工程师制定测试计划，定位发现的问题；6.配合项目经理完成相关任务目标。任职要求,能提出优化建议。二、 任职要求,负责对应模块的需求管理；2、完成所负责模块的详细设计和接口设计； 3、负责分配到的开发任务或项目的进度控制；4、负责开发过程中异常情况的检核、报告、追踪和改善；5、负责自己开发的功能点的单元测试工作，并确保功能点品质。任职要求
软件开发工程师,四川新能工程咨询有限公司,8001,11000,成都,武侯,桂溪,本科,3-5年,20-99人,民营,全职,2025-07-09 00:17:00,一、本岗位主要派驻在能源电力央企的技术单位工作，工作地点：国家开发银行四川省分行大楼。二、职位福利： （1）薪资构成：基本工资7000-9000+出差补助+加班补助+优厚的绩效奖金等（2）周末双休、出差补贴、带薪年假、六险、加班补助、定期体检、年度旅游、不定期聚餐、节日福利、法定假期等三、工作涉及内容： （1） (2)水电行业信息化智慧化系统平台常规业务逻辑设计与开发 （2）水电行业信息化智慧化系...,Boss直聘,,,,,,,,,
软件工程师（底软/后端/嵌入式开发为主，前端开发/算法/测试少量）,外企德科数字技术有限公司,12001,24000,成都,郫都,合作街道,本科,1-3年,10000人以上,合资,全职,2025-07-10 00:26:50,岗位职责1、负责公司某一项目中（云计算、智能终端、自动驾驶网络、SaaS、人工智能等），相关软件版本的架构设计、软件代码编写、测试等；2、对现有工具性能和体验优化提升；3、对标业界标杆，工程工具，共同实现关键技术的引进、研究与突破；任职要求1、计算机、软件工程、网络、通信、电子等相关专业优秀本科及以上学历，有半年及以上项目开发经验优先；2、熟练掌握Java/C++/C/Python/JS/GO中至...,Boss直聘,,,,,,,,,
初级java工程师,成都戈曼德家居有限公司,11001,12000,成都,新都,斑竹园,本科,1-3年,20人以下,,全职,2025-07-09 00:26:57,岗位内容：1. 设计、开发并维护Java应用程序。2. 解决各种技术难题，保证代码的可靠性、高效性和安全性。3. 参与软件设计的讨论和计划制定。4. 与其他团队成员协作工作，提高团队整体技术水平。任职要求：1. 熟悉Java语言及相关技术，熟悉Spring框架。2. 具有扎实的编程基础和良好的面向对象编程思想。3. 对常见数据库如MySQL、Oracle等有一定的了解和应用经验。4. 对Web开发...,Boss直聘,,,,,,,,,
java技术经理,成都厉害宠物服务有限公司,15001,25000,成都,成华,府青路,本科,5-10年,300-499人,民营,全职,2025-07-08 18:00:11,Java技术经理（部门负责人）开发能力、部门管理能力、跨部门协作沟通能力主要工作职责：1、负责项目的开发计划、维护以及线上问题的定位处理；2、负责相关业务模块的开发、部署、测试、维护以及相应文档的编写；3、为公司现有产品提供技术支持；4、负责优化公司现有产品的框架以及核心组件；5、参与代码、测试用例走查和评审，及时修复缺陷；6、系统性能分析和优化。7、作为技术负责人对接各部门和各门店的开发需求，内...,Boss直聘,,,,,,,,,
软件工程师（开发、测试、算法；全国有岗，14薪）,外企德科数字技术有限公司,12001,24000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:06,岗位职责： 1、负责应用软件开发和维护工作。 2、负责软件模块需求分析、系统新模块代码编写和单元测试，完成概要设计文档、详细设计文档。 3、积极主动的与项目相关人员沟通交流，持续改善产品体验。 业务技能要求： 1、熟练掌握常用数据结构。 2、熟悉计算机组成原理、操作系统、网络等。 岗位要求： 1、 精通JAVA/Python/C/C ++/JS/GO开发，精通多线程、 IO 、网络编程等； 2、统...,Boss直聘,,,,,,,,,
Java-短期项目,深圳市法本信息技术股份有限公司,11001,15000,成都,武侯,桂溪,大专,3-5年,1000-9999人,上市公司,全职,2025-07-08 17:02:23,岗位职责：1、参与产品需求评审分析，实现系统核心代码开发；2、独立进行业务代码的编写，按时按质按量完成开发任务；3、参与软件工程文档编写，满足质量要求；4、独立分析并解决软件开发过程中的问题；5、完成上级安排的其他工作；6、有良好的团队协作能力和沟通能力，较强的学习任职资格：1.计算机相关专业，具有扎实的计算机理论和编程基础； 2.精通Java 开发语言，熟悉 JDK 21 优先。 3.精通Spr...,Boss直聘,,,,,,,,,
AUTOSAR配置集成开发,新拓尼克科技研发中心 / Syntronic Beijing R&D Center,11001,22000,成都,武侯,桂溪,本科,3-5年,500-999人,外商独资,全职,2025-07-08 16:30:11,岗位职责:1.根据商业项目要求，负责AUTOSAR基础软件相关项目的配置集成和定制开发；2.负责项目的驱动开发。包括芯片MCAL配置、MCAL封装；芯片外部存储、通信收发器、看门狗等驱动开发；3.负责项目的通信协议栈配置集成和定制开发。包括CAN、以太网通信及网络管理；4.参与系统集成工作，解决和优化协议栈模块在系统集成过程的问题。任职资格：1.熟悉C语言，熟悉常用数据结构； 2.熟悉单片机相关的...,Boss直聘,,,,,,,,,
软件开发工程师,外企德科数字技术有限公司,13001,26000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:32,诚挚招揽IT工程师加入我们！参与开发具有挑战性和影响力的项目！部门众多，一线核心项目丰富，因此各语言（java、C++、Python、Go）都有HC；初级、中级、高级IT工程师都有需求。又是一年毕业季，企业重视新生力量的吸纳与培养，欢迎应届同学们考虑与投递。会有完善的导师带教适应机制的哈。一、工作职责：* 参与软件开发生命周期的各个阶段，包括需求分析、设计、编码、测试、部署和维护。* 使用Java...,Boss直聘,,,,,,,,,
初级嵌入式开发工程师,四川规存科技有限公司,5001,10000,成都,武侯,桂溪,大专,经验不限,20-99人,,全职,2025-07-08 16:13:59,工作内容：1.做成熟工程师的助手，解决实际项目中的问题2.完成公司安排的研究及探索类工作任职要求3、工作内容是偏软件的，接受的在打招呼岗位要求： 1.硬性要求大专及以上学历，任意理工类专业，2025届毕业生也可; 2.有较好的逻辑思维，钻研精神和自学能力，有志于成长为技术能力一流的人才 3.熟悉任意一门编程语言 4.勇于承担，对自己的工作有较强的责任意识 5.服从管理，能够在合理的时间内计划工作 ...,Boss直聘,,,,,,,,,
Autosar开发/六险一金/15天带薪假期,新拓尼克科技研发中心 / Syntronic Beijing R&D Center,13001,16000,成都,武侯,桂溪,本科,3-5年,500-999人,外商独资,全职,2025-07-08 16:43:56,岗位职责1、负责AUTOSAR ClassicPlatform（CP）基础软件模块的需求分析、软件开发实现、软件代码集成、软件集成调试、软件维护及bug 修复等工作；2、负责软件开发设计文档撰写及相关开发规范制定；3、对产品使用情况进行跟踪调试，依据市场需求和产品发展及时优化软件，不断提升产品性能。4、负责功能安全产品的开发相关工作。任职资格：1、 计算机，通信，电子工程或相关专业本科以上学历，2...,Boss直聘,,,,,,,,,
python/java/c/c++/算法/测试,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:04,主要负责相关部门的python/java/c/c++开发工作（会职位详情写这个：python/java/c/c++任意一种语言即可，算法/大数据等相关岗位均有）,Boss直聘,,,,,,,,,
Java（成都）,新讯数字科技(杭州)有限公司北京分公司,8001,12000,成都,双流,华阳,大专,3-5年,1000-9999人,民营,全职,2025-07-08 14:50:32,岗位职责：参与软件系统的需求分析、设计、编码、单元测试、集成测试和维护工作。岗位要求:1.3年以上Java开发经验，扎实的Java编程基础，熟悉JVM原理、多线程、集合框架、IO/NI0等核心技术。2.熟练掌握主流开发框架(如Spring Boot/Cloud、MyBatis、Dubbo等)，具备分布式系统、微服务架构设计与开发经验。,Boss直聘,,,,,,,,,
autosar平台开发工程师-Onsite,新拓尼克科技研发中心 / Syntronic Beijing R&D Center,15001,25000,成都,武侯,桂溪,本科,1-3年,500-999人,外商独资,全职,2025-07-08 15:42:12,岗位职责1、负责AUTOSAR Classic Platform（CP）基础软件模块的需求分析、软件开发实现、软件代码集成、软件集成调试、软件维护及bug 修复等工作；2、负责软件开发设计文档撰写及相关开发规范制定；3、对产品使用情况进行跟踪调试，依据市场需求和产品发展及时优化软件，不断提升产品性能。4、负责功能安全产品的开发相关工作。任职资格：1、 计算机，通信，电子工程或相关专业本科以上学历，...,Boss直聘,,,,,,,,,
软件开发/软件测试（可接受25届毕业生）,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:17,岗位职责：1、代码编写、功能测试、静态检查、本地构建、环境搭建、问题定位；2、参与软件产品需求分析，产品设计；3、负责软件模块需求分析、系核心模块代码编写和单元测试，完成概要设计文档、详细设计文档；4、积极主动的与项目相关人员沟通交流，持续改善产品体验。岗位要求：1.熟练掌握Java、C++、C、 Python、go、 Scala、Javascript中的一种或者多种;2.熟悉设计模式、算法和数据...,Boss直聘,,,,,,,,,
java全栈工程师,软通动力信息技术(集团)股份有限公司,10001,12000,成都,武侯,桂溪,本科,1-3年,10000人以上,民营,全职,2025-07-08 14:42:03,负责安全类的系统平台搭建、后台安全业务逻辑开发、测试，部署上线。1.2年以上]ava后台开发经验，有较强的逻辑能力，能快速熟悉业务，熟悉网络组件的代码调试;2.熟悉spring cloud、spring boot、mybatis、dubbo等开源框架;3.熟悉mysql，redis，nginx的使用;4.熟悉前端框架vue、react等;5.加分项:(1)具有安全类产品或系统(统一身份认证、态势感...,Boss直聘,,,,,,,,,
java工程师,成都郝蓉宜恺文化传媒有限公司,13001,16000,成都,武侯,簇锦,高中,经验不限,100-299人,,全职,2025-07-08 11:38:42,岗位内容：1. 设计、开发并维护Java应用程序。2. 解决各种技术难题，保证代码的可靠性、高效性和安全性。3. 参与软件设计的讨论和计划制定。4. 与其他团队成员协作工作，提高团队整体技术水平。任职要求：1. 熟悉Java语言及相关技术，熟悉Spring框架。2. 具有扎实的编程基础和良好的面向对象编程思想。3. 对常见数据库如MySQL、Oracle等有一定的了解和应用经验。4. 对Web开发...,Boss直聘,,,,,,,,,
【成都hwod】Java/C/C++/Python/GO/JS/C#/算法/测开/数据——hwod,外企德科数字技术有限公司,14001,28000,成都,郫都,合作街道,学历不限,经验不限,10000人以上,合资,全职,2025-07-10 00:26:37,欢迎有能力的你，想学习技术的你，加入我们！ 【注】考公、考研等未就业者，转行等无工作经验者，均可参加面试，且面试通过后入职。 通用要求： 1.熟悉Java/C/C++/Python等其中一种语言，具备良好的算法和编程能力。 2.熟悉Spring、Spring Boot 、Spring Cloud等各种开源框架。 3.熟悉Mysql、Oracle等数据库。 4.熟悉Devops，熟悉Docker，熟...,Boss直聘,,,,,,,,,
autosar开发工程师,新拓尼克科技研发中心 / Syntronic Beijing R&D Center,15001,30000,成都,武侯,桂溪,本科,经验不限,500-999人,外商独资,全职,2025-07-08 10:18:32,1、负责AUTOSAR ClassicPlatform（CP）基础软件模块的需求分析、软件开发实现、软件代码集成、软件集成调试、软件维护及bug 修复等工作；2、负责软件开发设计文档撰写及相关开发规范制定；3、对产品使用情况进行跟踪调试，依据市场需求和产品发展及时优化软件，不断提升产品性能。4、负责功能安全产品的开发相关工作。任职资格：1、 计算机，通信，电子工程或相关专业本科以上学历，2、熟悉C...,Boss直聘,,,,,,,,,
车载应用开发 (MJ000197),成都高新菁蓉汇智人才服务有限公司,8001,15000,成都,武侯,桂溪,学历不限,经验不限,20-99人,国企,全职,2025-07-08 09:02:44,岗位要求1、参与车厂差异化通信矩阵、网络管理、诊断、加载等协议功能开发，完成相应需求开发，并在原有工具基础上进行选代优化；2、参与产品开发、调测全流程配套工具链开发，熟悉AUTOSAR相关协议栈，能熟练掌握相关功能的参数配置；3、保证开发质量，完成基本接口的相关测试，提升工具软件质量、使用效率；4、熟悉车载行业oBC、MCU部件的相关功能，具备OBC功能开发或电机功能开发，有标定相关的工作经验优先...,Boss直聘,,,,,,,,,
java后端工程师（供应链项目）,外企德科数字技术有限公司,13001,15000,成都,武侯,桂溪,大专,3-5年,10000人以上,合资,全职,2025-07-10 00:24:32,早十晚八 薪资14.5k 岗位职责: 1. 负责业务系统的需求分析、技术方案设计和开发实现落地；2. 解决开发过程中的技术问题和挑战，提供高质量的技术解决方案；3. 能与业务方、产品经理和测试工程师等各方紧密合作，确保项目的顺利进行和高质量的交付；4. 负责系统的日常维护和故障排查，确保系统的正常运行。岗位基本需求1. 3年以上JAVA开发经验，计算机基础扎实，熟悉并发编程、锁、集合、IO等技术；...,Boss直聘,,,,,,,,,
java初级工程师,成都小腕来也影视传媒有限公司,11001,12000,成都,武侯,机投桥,本科,1-3年,100-299人,其它,全职,2025-07-08 08:47:15,岗位内容：1. 开发高质量的Java应用程序，保证代码的可读性、可维护性、可扩展性和性能。2. 参与需求分析、系统设计和开发计划的制定。3. 能够快速识别问题并提供有效的解决方案。4. 与产品和测试团队紧密合作，确保产品质量符合用户期望。任职要求：1. 精通Java编程语言和Spring框架，有大型项目开发经验。2. 拥有扎实的计算机基础，熟练掌握面向对象编程思想和设计模式。3. 熟练使用常见的W...,Boss直聘,,,,,,,,,
嵌入式软件工程师（OM软件开发）,杰迈科技,15001,25000,成都,青羊,文家,本科,5-10年,100-299人,股份制企业,全职,2025-07-08 00:00:01,【岗位职责】1.负责软件子模块架构设计和开发；2.支撑硬件的认证、转产、开局中的问题定位和处理；3.负责子系统或子系统的设计和开发、测试；4.领导安排的其他工作。【任职要求】1.项目经验：至少5年以上的嵌入式软件开发全流程经验，能独立搭建嵌入式开发环境。可独立完成设计、开发、测试、认证等工作，最好有开局或维护经验，有通信类产品经验优先考虑；2.项目规模：软件项目规模自研至少在5w代码以上，熟悉软件...,Boss直聘,,,,,,,,,
Java/Python/C/C++/数开/测试/算法/前端岗,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:26:56,Java/C/C++/Python/嵌入式/驱动开发/前端/测试/算法/数据开发等 均有岗位！不卡地域，不卡部门，面试成绩通用~地域：北京/上海/深圳/杭州/成都/西安/东莞/南京/武汉等地域，根据个人意愿选择； 亮点：年轻团队，核心业务，根据技术能力定级定薪无固定上限，入职即交五险一金，享有年终14-16薪，项目奖金等，享受带薪年假病假等福利，长期稳定晋升发展~ 能力要求： 1.熟悉Java/G...,Boss直聘,,,,,,,,,
嵌入式软件开发工程师,北京飞讯数码科技有限公司,10001,17000,成都,郫都,犀浦,本科,无经验,300-499人,民营,校园,2025-07-08 00:17:22,工作职责： 1.负责相关的嵌入式软件、仿真运行环境开发； 2.负责操作系统内核、调试代理、驱动等相关组件的开发维护； 3.负责编写项目相关的技术文档。 任职要求： 1.计算机/通信/电子信息技术/软件工程等相关专业，本科及以上学历； 2.熟悉操作系统基本原理（ucos、rt-thread等RTOS实时操作系统相关知识）； 3.熟练掌握C/C++编程语言和gcc工具链编译原理； 4.熟悉POWERP...,Boss直聘,,,,,,,,,
嵌入式软件开发工程师,山西宏安翔科技股份有限公司成都分公司,9001,16000,成都,武侯,桂溪,大专,3-5年,20-99人,股份制企业,全职,2025-07-07 17:47:35,公司简介：山西宏安翔科技股份有限公司成立于2010年，位于山西省运城市盐湖高新技术开发区，是集行业智慧化的软、硬件设计、开发、制造、服务为一体的高新技术企业。公司专注于煤矿地质构造与环境的监测分析与打造基于数字孪生、物联网、地理时空大数据等先进技术，为矿山的安全生产、智能化、绿色化开采提供应用系统及全业务流程可视化、透明化的整套解决方案。而成都分公司是宏安翔体系在产品研发，技术创新和成果转化的核心...,Boss直聘,,,,,,,,,
JAVA/JS/C/C++/Python/go/测试,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:26:56,工作内容:1.负责研发领域IT系统技术方案的设计，开发等工作;2.负责项目开发过程中的技术攻关及解决运行中出现的技术问题;3.负责产品核心模块的代码编写和测试;4.负责产品疑难问题的分析和定位。岗位要求:1.统招学历学位证，毕业证，学信网可查;2.热爱编程，基础扎实，熟悉掌握但不限于JAVA/Python/JS/HTML/GO/C/C++/C#等编程语言中的一种或数种，有良好的编程习惯;3.具备独...,Boss直聘,,,,,,,,,
高级开发工程师,华信永道,10001,20000,成都,武侯,桂溪,本科,5-10年,500-999人,上市公司,全职,2025-07-07 16:27:51,岗位职责：1、根据安排，按时完成需求分析、功能设计、程序设计、数据模型设计、接口设计；2、根据安排，设计部署架构、技术架构，并完成环境搭建和相关功能开发；3、按照客户要求，完成建设方案的相关编写工作；4、根据安排，按照需求文档、设计文档，按时完成功能开发；5、完成领导交办的临时工作；6、根据领导安排，解决疑难问题；7、根据领导安排协助并支持项目组其他同事完成开发、运维工作。任职要求：1、5年以上工...,Boss直聘,,,,,,,,,
java工程师,四川果岭云仓科技产业发展有限公司,6001,10000,成都,武侯,红牌楼,本科,3-5年,100-299人,民营,全职,2025-07-07 15:12:01,岗位职责：1.负责公司目前软件产品的开发，维护等研发工作；2.负责部分模块的设计和开发、优化等工作，保证系统的性能和稳定性；3.负责按照项目经理项目计划，按时按质完成开发任务，确保项目顺利交付；4.分析并解决软件开发过程中的问题。岗位要求：1.本科及以上学历，有3年以上java开发经验，计算机相关专业，优秀者可以适当放宽本项要求；2.java基础扎实，熟悉多线程，线程池，io，集合，网络，设计模式...,Boss直聘,,,,,,,,,
软件开发通用岗位【零经验+考研失败】,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:39,社招岗位 不考虑在校生岗位要求:】1、热爱编程，基础扎实，熟练掌握但不限于C/C++，JAVA，python，GO等编程语言中的一种或几种。2、熟悉Linux操作系统，对常见的数据结构和算法有一定的了解。3、具备独立工作能力和解决问题的能力，善于沟通，乐于合作，热衷新技术，善于总结分享。目前在招聘的岗位：AI软件开发、通用软件开发、应用软件开发、编译器与编程语言开发、大数据开发、数据库开发 【岗位...,Boss直聘,,,,,,,,,
文宣-Java工程师高级,北京昆达天合科技有限公司,30001,50000,成都,双流,华阳,本科,5-10年,20-99人,,全职,2025-07-07 14:18:42,岗位职责：1.单个产品项目交付2.普通项目技术负责人3.模块级别技术方案设计4.在专业领域对从业所必须了解的知识理解深刻，能够理解上级传达的思想，在小组内具体一定的影响力5.对于复杂问题的解决有自己的见解，对于问题的识别，优先级分配有见解,Boss直聘,,,,1.具...,,,,,
java全栈工程师,四川伊惟特麓吟企业管理有限公司,12001,14000,成都,成华,跳蹬河,本科,3-5年,20-99人,民营,全职,2025-07-07 14:07:55,岗位要求：1、思路清晰，有较强学习能力，喜欢技术专研；2、工作有激情，有较强的沟通能力与责任心；3、精通Java、SpringBoot、熟悉多线程、异步编程等技术；4、熟悉TCP、UDP、串口编程；5、熟练使用Mysql、Sql Server等数据库；7、熟练使用HTML5、JS、CSS3、JQuery、Bootstrap、vue、React等前端技术；8、有良好代码书写习惯；9、熟练使用Git版...,Boss直聘,,,,,,,,,
软件开发工程师,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:00,1.学信网可查的本科以上学历，计算机相关专业优先2.掌握Java/C/C++/Python等其中一种或多种编程语言，熟悉Linux环境下相关开发。3.对基本数据结构和算法有一定了解，喜欢动手实践。4.具备良好的问题解决能力，乐于团队写作，热衷新技术，善于总结和分享。5.有容器领域、分布式系统、Linux内核、数据库引擎开发经验者优先。6.经验不限，年限越高能力越高薪资越高7.入职后有培训带教贯穿试...,Boss直聘,,,,,,,,,
AUTOSAR/OSEK OS性能优化开发/六险一金/15天超长带薪假/世纪城上班/双休,新拓尼克科技研发中心 / Syntronic Beijing R&D Center,9001,18000,成都,武侯,桂溪,本科,无经验,500-999人,外商独资,全职,2025-07-07 13:46:21,岗位职责：1. 负责AUTOSAR/OSEK OS性能优化、芯片移植和功能安全文档编写；2. 负责AUTOSAR/OSEK OS体系文档和技术材料编写；3. 负责商业项目和客户的技术支持与培训；4. 参与AUTOSAR/OSEK OS售前技术支持与评估；5. 完成主管临时安排工作； 任职资格：1. 本科及以上学历，通信、电子、自动化、计算机或相关专业；2. 熟练使用C语言，使用过汇编语言，并掌握工...,Boss直聘,,,,,,,,,
【校招】嵌入式开发工程师,成都天锐星通科技股份有限公司,10001,16000,成都,武侯,石羊,本科,无经验,100-299人,民营,校园,2025-07-07 11:06:19,岗位职责： 1、负责相控阵卫通终端应用软件开发； 2、负责嵌入式类产品研发； 3、负责使用软件进行软件版本管理、编写技术报告、撰写专利、指导初级工程师完成测试工作； 4、负责上位机软件开发； 5、负责售前售后技术支持。 任职资格： 1、本科及以上学历，电子、通信相关专业，2026届毕业生； 2、熟悉常用RTOS和组件的使用和移植、具备常用外设驱动编写能力、具备上位机开发能力、能熟练使用版本管理工具...,Boss直聘,,,,,,,,,
软件工程师（底软/后端/嵌入式开发为主，前端开发/算法/测试少量）,外企德科数字技术有限公司,14001,28000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:26:50,岗位职责1、负责公司某一项目中（云计算、智能终端、自动驾驶网络、SaaS、人工智能等），相关软件版本的架构设计、软件代码编写、测试等；2、对现有工具性能和体验优化提升；3、对标业界标杆，工程工具，共同实现关键技术的引进、研究与突破；任职要求1、计算机、软件工程、网络、通信、电子等相关专业优秀本科及以上学历，有半年及以上项目开发经验优先；2、熟练掌握Java/C++/C/Python/JS/GO中至...,Boss直聘,,,,,,,,,
嵌入式软件开发工程师,成都贝施美医疗科技股份有限公司,10001,20000,成都,,黄甲,本科,3-5年,300-499人,民营,全职,2025-07-07 11:18:56,一、职位描述 公司提供食堂宿舍，在回龙地铁站早晚有接驳车 岗位职责： 1.负责嵌入式系统设计与开发。 2.参与硬件设计过程，包括但不限于需求分析、选型、电路设计及原型测试。 3.开发和维护固件和驱动程序，确保设备的高性能和稳定运行。 4.与跨职能团队紧密合作，对接软硬件，实现产品功能和性能的最优化。 5.撰写技术文档，包括设计说明、测试报告和用户手册。 6.快速定位技术问题并提供有效解决方案，确保...,Boss直聘,,,,,,,,,
Java研发实习生,四川品亿科技有限公司,50,100,成都,武侯,桂溪,本科,无经验,20-99人,民营,实习,2025-07-07 10:25:42,岗位职责： 参与公司核心Java项目的开发、测试与维护工作； 协助完成模块设计、代码编写及技术文档撰写； 学习并应用主流技术框架（如Spring Boot、MyBatis等）； 在团队指导下完成代码优化、Bug修复及性能调优； 参与技术方案讨论，为产品改进提供创新思路。岗位要求：1、本科及以上，2026届毕业生2、计算机相关专业，熟悉基础语言3、逻辑思维强，有团队精神，愿意学习，可提供转正机会。工...,Boss直聘,,,,,,,,,
软件工程师（底软/后端/嵌入式开发为主，前端开发/算法/测试少量）,外企德科数字技术有限公司,12001,24000,成都,郫都,合作街道,本科,1-3年,10000人以上,合资,全职,2025-07-10 00:26:50,岗位职责1、负责公司某一项目中（云计算、智能终端、自动驾驶网络、SaaS、人工智能等），相关软件版本的架构设计、软件代码编写、测试等；2、对现有工具性能和体验优化提升；3、对标业界标杆，工程工具，共同实现关键技术的引进、研究与突破；任职要求1、计算机、软件工程、网络、通信、电子等相关专业优秀本科及以上学历，有半年及以上项目开发经验优先；2、熟练掌握Java/C++/C/Python/JS/GO中至...,Boss直聘,,,,,,,,,
java全栈工程师,四川鸿韵科技有限公司,8001,16000,成都,成华,府青路,本科,1-3年,20-99人,股份制企业,全职,2025-07-07 00:00:01,1、大学本科毕业，计算机相关专业；2、熟悉vue、Java Spring Cloud等前后端开发语言；3、熟悉mysql、Oracle数据库；4、相关工作经验两年以上；5、记忆力好，诚实勤奋者优先，本职位加班很少。,Boss直聘,,,,,,,,,
Java,绍兴昱杰人力资源有限公司,9001,13000,成都,锦江,锦官驿,本科,1-3年,20-99人,民营,全职,2025-07-05 08:25:01,岗位内容：1. 开发高质量的Java应用程序，保证代码的可读性、可维护性、可扩展性和性能。2. 参与需求分析、系统设计和开发计划的制定。3. 能够快速识别问题并提供有效的解决方案。4. 与产品和测试团队紧密合作，确保产品质量符合用户期望。任职要求：1. 精通Java编程语言和Spring框架，有大型项目开发经验。2. 拥有扎实的计算机基础，熟练掌握面向对象编程思想和设计模式。3. 熟练使用常见的W...,Boss直聘,,,,,,,,,
软件工程师（底软/后端/嵌入式开发为主，前端开发/算法/测试少量）,外企德科数字技术有限公司,12001,24000,成都,郫都,合作街道,本科,1-3年,10000人以上,合资,全职,2025-07-10 00:26:49,岗位职责1、负责公司某一项目中（云计算、智能终端、自动驾驶网络、SaaS、人工智能等），相关软件版本的架构设计、软件代码编写、测试等；2、对现有工具性能和体验优化提升；3、对标业界标杆，工程工具，共同实现关键技术的引进、研究与突破；任职要求1、计算机、软件工程、网络、通信、电子等相关专业优秀本科及以上学历，有半年及以上项目开发经验优先；2、熟练掌握Java/C++/C/Python/JS/GO中至...,Boss直聘,,,,,,,,,
java全栈工程师,四川鸿韵科技有限公司,8001,16000,成都,武侯,桂溪,本科,3-5年,20-99人,股份制企业,全职,2025-07-05 11:15:08,1、大学本科毕业，计算机相关专业；2、熟悉vue、Java Spring Cloud等前后端开发语言；3、熟悉mysql、Oracle数据库；4、相关工作经验两年以上；5、记忆力好，诚实勤奋者优先，本职位加班很少。,Boss直聘,,,,,,,,,
后端开发工程师（短期2个月）,四川智服人力资源有限公司,11001,12000,成都,锦江,东湖,本科,1-3年,500-999人,民营,全职,2025-07-04 15:30:38,信息化项目1.熟悉掌握java基础知识，集合，线程，IO，多线程等，有良好的编码习惯。 2.熟悉Spring，Spring MVC,Boss直聘,,,,,,,,,
软件开发工程师（接收空档/考研+全额六险一金）,外企德科数字技术有限公司,18001,35000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:40,【业务方向】 云计算，自动驾驶，未来网络、人工智能、计算集群、芯片、操作系统、数据库、媒体技术、安全、芯片制造等等 【岗位要求】1、本科及以上学历，热爱编程，基础扎实，熟悉掌握但不限于JAVA、C、C++、Python、JS、go等编程语言中的一种或数种，有良好的编程习惯；3、具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践； 注： 1、对于工作年限不多...,Boss直聘,,,,,,,,,
短期岗位【Java】,成都甲乙方程科技有限公司,9001,10000,成都,武侯,桂溪,大专,1-3年,20-99人,民营,全职,2025-07-04 14:41:31,短期合作 【Java】👨💻🔹【合作周期】 3-6个月 🔹【需求人数】 2人🔹【工作地点】成都市天府五街🎯 工作经验：2-3年开发经验📍 重点提示：需要出差需能接受短期出差调试（大连、云南、攀枝花，时长约1周~1个月），长期出差（1~3个月）者优先考虑。✈ 差旅保障： 提供机票/高铁票 + 住宿 + 差旅补贴岗位要求 ：🎓 学历要求： 大专及以上技术能力要求 ⚙⭐ Java基础扎实：...,Boss直聘,,,,,,,,,
后端开发人员（短期外包2个月/双休）,四川智服人力资源有限公司,10001,11000,成都,锦江,柳江,大专,1-3年,500-999人,民营,全职,2025-07-04 14:02:34,1.熟悉掌握java基础知识，集合，线程，IO，多线程等，有良好的编码习惯。 2.熟悉Spring，Spring MVC,Boss直聘,,,,,,,,,
