岗位名称,企业名称,最低薪资,最高薪资,工作城市,工作区域,工作街道,学历要求,工作年限要求,企业规模,企业性质,工作类型,岗位发布时间,岗位要求,source,js 有深度学习，机器学习，搜索，推荐等算法经验优先。 任职要求,任意一种计算机语言都可以～都在招哦～全国多个城市在招,偶尔加班若加班一天工作时间不超过10小时， 具体时间以项目告知为准 4.能一周左右入职 5.工作地点,善于寻求资源解决问题;对工作的熟悉度提升后，有自己创新的想法。表现出解决复杂问题的能力。6.可独立领导跨组的项目;在专业方面可以指导和培养新员工任职条件,工作稳定。入职即签合同，六险一金，社保全额，有带教！地点:北京 上海 杭州 苏州 南京 成都 武汉 西安 深圳 东莞全程线上面试，下午茶齐全，夜宵备好，城际班车。硬件开发/嵌入式开发/AI/算法/通用软件开发测试等都有职位。java/c/++/python/测试/GO/前端职位描述,开展后端服务的设计、开发、测试等工作；3、根据实际业务需求，完成各类设计文档、分析报告、ppt等材料的部分内容；4、根据部门领导安排的其他工作任务。 岗位要求,程序设计；3.根据设计文档或需求说明完成代码编写，调试，测试和维护；4.分析并解决软件开发过程中的问题；5.协助测试工程师制定测试计划，定位发现的问题；6.配合项目经理完成相关任务目标。任职要求,能提出优化建议。二、 任职要求,负责对应模块的需求管理；2、完成所负责模块的详细设计和接口设计； 3、负责分配到的开发任务或项目的进度控制；4、负责开发过程中异常情况的检核、报告、追踪和改善；5、负责自己开发的功能点的单元测试工作，并确保功能点品质。任职要求
Java开发,中冶赛迪集团,8001,15000,成都,武侯,桂溪,本科,3-5年,1000-9999人,国企,全职,2025-07-01 01:32:47,工作职责：1. 编写业务代码，参与代码和流程评审；2. 制定系统相关的技术接口和规范；3. 编写项目所需技术文档。岗位要求：1. 本科以上学历，计算机软件或相关专业，三年以上设计开发及工作经验；2. 精通Java技术，对JVM原理有扎实的理解；3. 对SpringCloud、SpringBoot、MyBatis、MQ等开源框架熟悉，并能了解它的原理和机制；4. 熟悉内存数据库，并实际项目中使用其中...,Boss直聘,,,,,,,,,
Java开发工程师,智迅车联,9001,11000,成都,锦江,春熙路,本科,1-3年,100-299人,民营,全职,2025-07-01 09:07:36,岗位职责：1、负责公司产品研发；2、负责公司项目实施；3、产品项目的正式环境问题处理。任职要求：1、大学本科及以上学历；2、工作经验：2年以上软件开发工作经验，至少完成过1个大型的软件开发项目；3、精通JAVA语言和B/S结构软件开发，掌握面向对象设计，有良好的面向对象思维方式；（1）精通Spring及MVC架构；（2）熟练掌握主流数据库sql使用，并能进行数据库编程和优化管理；（3）熟悉Tomc...,Boss直聘,,,,,,,,,
初/中级java开发工程师,成都云铁智能交通科技有限公司,6001,8000,成都,金牛,九里堤,本科,3-5年,20-99人,民营,全职,2025-07-01 00:08:22,岗位职责1. 对现有系统（源码、 架构、 数据库等）进行优化，并撰写相关文档；2. 负责设计和搭建项目系统架构（平台、 数据库、 接口和应用架构等），解决开发中各种系统架构问题；3. 负责系统平台核心功能模块设计、 核心代码编写、控件组织；4. 理解业务逻辑，设计系统部分功能模块；5. 持续提供代码优化，故障诊断、性能提升等技术提升方案；6. 全程参与产品的需求分析、 设计、 开发以及测试等阶段；...,Boss直聘,,,,,,,,,
Java开发工程师,上海汉朔信息科技有限公司,13001,14000,成都,成华,跳蹬河,本科,3-5年,1000-9999人,民营,全职,2025-06-30 16:19:23,3年以上Java开发经验，有大中型项目开发经验优先；熟悉Git的常用操作；熟悉spring cloud体系；熟悉kafka、rocketMQ等常用消息中间件；熟悉java多线程编程。熟悉面向对象编程思想及常用设计模式，能够对现有代码进行抽象和优化；熟悉常用建模工具，能独立使用UML输出系统模块设计（模块设计、时序图等）；能独立完成系统模块的数据库设计；熟悉主流框架技术：Springboot、Myb...,Boss直聘,,,,,,,,,
java开发工程师中级,同方鼎欣科技股份有限公司,10001,12000,成都,武侯,石羊,本科,3-5年,1000-9999人,股份制企业,全职,2025-06-30 11:36:52,工作地址：成都市高新南区交子大道 中海國際中心B座10层岗位职责：1.根据产品功能与需求分析完成相应模块的软件设计2.负责功能模块的开发，确保软件性能.安全性.扩展性等达到设计要求3.负责功能模块的单元测试，确保软件质量；4.软件的持续优化，提升软件质量；岗位要求：1.大学本科学历，计算机相关专业； 3年以上行业工作经验；2.熟练掌握Java基础，熟练掌握Springboot、SpringMVC、...,Boss直聘,,,,,,,,,
JAVA开发工程师（去泸州工作）,北京神州数字科技有限公司,10001,15000,成都,武侯,桂溪,本科,5-10年,10000人以上,上市公司,全职,2025-06-30 09:47:24,需满足以下任一条件：1.本科及以上学历，具有金融领域数据分析类项目开发经验5年（含）以上，所参与的项目不少于3个。满足以下技能要求：1.熟悉JAVA和VUE技术开发2.悉SQL基本语法。3.熟悉Linux掌握操作命令。4.至少熟悉后台springboot框架进行JAVA开发及调优和VUE前端框架调优。5.熟练掌握redis部署及API接口开发。6.至少掌握was,Boss直聘,,,,,,,,,
Java开发工程师,成都海得控制系统有限公司,7001,12000,成都,武侯,桂溪,本科,1-3年,20-99人,股份制企业,全职,2025-06-30 00:11:23,任职要求：1、2年及以上研发工作经验。2、Java基础扎实，充分理解面向对象，熟悉io、多线程、设计模式、通信协议等基础技术。3、熟悉Spring、SpringBoot、SpringMVC、JPA、Mybatis、Hibernate等常用开发框架及特征。4、熟悉Tomcat、RabbitMQ、Redis等常用中间件。5、熟悉MySQL数据库，能够熟练使用SQL。6、熟悉Gradle、Git的使用。...,Boss直聘,,,,,,,,,
高级Java开发工程师,北京天行探索科技有限公司,20001,35000,成都,青羊,苏坡,本科,5-10年,20-99人,民营,全职,2025-06-29 09:13:28,（一）工作地点：成都（二）岗位职责：1、负责公司核心业务系统Java架构设计与优化，主导高可用、可扩展的分布式架构方案落地;2、识别技术风险点并解决技术难题，解决复杂业务场景下的高并发、大数据量处理等技术难题。3、协同业务部门完成需求分析，输出技术可行性方案并推动落地;4、制定并推广技术规范与最佳实践，指导开发团队完成核心模块代码实现;5、负责团队代码review和设计文档的编写和评审（三）任职要...,Boss直聘,,,,,,,,,
Java开发,深圳建广数字科技有限公司青岛分公司,10001,11000,成都,武侯,桂溪,本科,3-5年,1000-9999人,民营,全职,2025-06-27 10:57:08,岗位职责：1.负责业务系统的需求分析、设计、开发等工作；2.参与新技术、新课题的研究与开发，持续提升优化系统性能，保证系统运行的安全、稳定与效率；3.负责或参与初级工程师的指导、培训，把控项目推进的时效与质量；职位要求：1.熟悉J2EE规范，熟悉常用的设计模式；熟悉Java及Web的开发和应用；熟练掌握Spring、Mybatis等开源框架；2.熟练掌握面向对象设计，可独立完成系统单元、子系统的详...,Boss直聘,,,,,,,,,
Java开发工程师（对日）,成都楷码科技股份有限公司,5001,10000,成都,锦江,成龙路,大专,1-3年,100-299人,民营,全职,2025-06-27 00:37:41,岗位职责： 软件系统的设计、实现及技术支持任职要求：1) JAVA开发经验2年以上，具备良好的系统开发与研发能力；2） 有日语基础优先；3) 有良好的学习能力和团队合作能力及敬业精神；4) 愿意和团队及公司共同发展。待遇：面谈。 具备高技术能力或者兼具管理能力者从优！ 应聘流程及录用进度：1）投递简历；2）通过筛选的申请人将参加公司的笔试和面试；3）通过者录用。 职位福利：周末双休、五险一金、带薪...,Boss直聘,,,,,,,,,
java开发工程师（成都，双休）,中软国际,0,0,成都,郫都,犀浦,本科,3-5年,10000人以上,上市公司,全职,2025-06-26 19:28:29,岗位职责： 1、参与项目需求分析,Boss直聘,,,,,,,,,1、本科及以上学历，计算机科学与技术、通信工程、软件工程及其相关专业，3年及以上JAVA软件开发工作经验；2、熟悉Java、JVM
JAVA开发（加班少，双休，五险一金）,软通动力信息技术(集团)股份有限公司,10001,11000,成都,武侯,桂溪,本科,5-10年,10000人以上,民营,全职,2025-06-26 18:19:35,岗位职责：1.参与需求分析，设计和开发高质量的软件解决方案；2.编写高效、可维护的代码，确保代码质量和性能；3.参与系统架构设计，优化系统性能；4.解决复杂的技术问题，提供技术支持；5.编写和维护技术文档；6.与产品经理、测试团队和其他开发团队紧密合作，确保项目按时交付。岗位要求：1. 本科，5年以上Java开发经验；有互联网金融、支付、AI项目优先；2. 熟练掌握Java编程语言，具备扎实的编程...,Boss直聘,,,,,,,,,
Java开发,四川哇呀哇人力资源有限公司,10001,20000,成都,武侯,桂溪,学历不限,经验不限,20人以下,,全职,2025-06-26 16:44:00,技术要求：1、拥有扎实的Java编程基础，掌握多种设计模式和高性能设计，以及具备性能调优经验。2、熟练掌握Spring、Spring MVC、Mybatis等Java开源主流框架。3、熟练掌握Oracle/MySQL等数据库，具备SQL性能调优经验;4、熟练掌握SpringCloud、SpringBoot、等微服务框架的原理及调用；有实际微服务项目开发经验。5、熟悉分布式、微服务、缓存、消息队列等...,Boss直聘,,,,,,,,,
成都Java开发工程师,沈阳嘉越电力科技有限公司,6001,12000,成都,武侯,石羊,本科,1-3年,100-299人,民营,全职,2025-06-26 12:47:03,岗位要求： 1、对接用户需求，完成前、后端功能开发和运行维护工作； 2、参与产品前、后端性能优化、故障排查和解决、安全加固等工作，编写相关技术文档； 3、根据不同项目的应用场景能够提出很好的技术选型；技能要求： 1.统招一本以上学历，计算机软件或相关专业，1年以上实际Java开发经验； 2熟练掌握java编程语言，熟悉Springboot、Springclould开发框架，熟悉多线程编程；2、熟练...,Boss直聘,,,,,,,,,
高级Java开发工程师(智能客服方向),北京三快在线科技有限公司,0,0,成都,,,本科,1-3年,1000-9999人,上市公司,全职,2025-06-26 09:45:33,美团核心本地商业下业务研发平台，基于公司“零售+科技”的战略导向，通过从底层架构到应用系统、从软件到硬件、从传统算法到GenAI的全方位技术研究，以及开发、运维、安全等全流程能力建设，致力于推动美团核心本地商业下需求侧与供给侧的数字化和智能化升级，助力业务实现高质量增长，优化用户使用体验，提升商户经营水平，促进行业生态伙伴关系的持续健康发展。团队秉持务实、自驱、开放以及追求卓越的工程师文化，一方面...,Boss直聘,,,,,,,,,
Java开发工程师,成都华丰工程勘察设计有限公司,10001,13000,成都,金牛,天回镇,本科,经验不限,500-999人,合资,全职,2025-06-26 10:18:11,一、岗位职责1. 参与系统功能模块的开发全流程工作；2. 完成分配的研发任务，根据设计文档或需求说明完成代码编写、调试、测试和维护；3. 与测试团队共同完成单元测试、系统联调和集成测试等工作；4. 与团队共同研究，解决开发中所遇到的技术难题，并能给与同事技术指导；5. 学习和研究新技术以满足产品的需求，根据开发过程中的体验对系统提出改进建议并持续完善。二、任职要求1. 本科及以上学历，计算机相关专...,Boss直聘,,,,,,,,,
中级Java开发工程师,中国电子系统工程第三建设有限公司,7001,11000,成都,青羊,苏坡,本科,3-5年,500-999人,国企,全职,2025-06-26 08:18:06,岗位职责：1、参与公司标准化产品编写和开发；2、根据项目要求完成模块详细设计和编程实现；3、按照设计要求及源代码编写规范编写程序代码，并编写相关技术文档，对其质量、性能负责；4、负责项目模块开发及性能改进，在性能和稳定性上达到运营需求;5、按计划且高质量的完成分配的任务；任职要求：1、3年以上Java Web开发经验；2、熟悉常用的开源框架，熟悉常见的一些设计模式；3、同时具备前后端开发经验，熟悉...,Boss直聘,,,,,,,,,
闪购-高级Java开发工程师（商品方向）,北京三快在线科技有限公司,0,0,成都,,,本科,1-3年,1000-9999人,上市公司,全职,2025-06-26 09:44:52,美团核心本地商业下业务研发平台，基于公司“零售+科技”的战略导向，通过从底层架构到应用系统、从软件到硬件、从传统算法到GenAI的全方位技术研究，以及开发、运维、安全等全流程能力建设，致力于推动美团核心本地商业下需求侧与供给侧的数字化和智能化升级，助力业务实现高质量增长，优化用户使用体验，提升商户经营水平，促进行业生态伙伴关系的持续健康发展。团队秉持务实、自驱、开放以及追求卓越的工程师文化，一方面...,Boss直聘,,,,,,,,,
java开发工程师,四川米果码信息技术有限公司,7001,10000,成都,成华,龙潭,大专,1-3年,20-99人,民营,全职,2025-06-25 14:56:22,1. 计算机相关专业，专科及以上学历；2. 具有 2 年以上 Java 开发经验；3. 熟悉常见的开源框架，如 Ruoyi、Jeecg 等，有使用这些框架作为脚手架的经验者优先；4. 熟悉 Docker 命令，掌握常见的 Linux 命令；5. 了解 Vue 、ElementUI 、AntDesignVue 等前端框架，能独立完成后台管理端前端增删查改功能者优先；6. 掌握数据库设计和开发，熟练掌...,Boss直聘,,,,,,,,,
Java开发,江苏风云科技服务有限公司,9001,11000,成都,武侯,火车南站,大专,3-5年,500-999人,国企,全职,2025-06-25 13:51:18,精通 Java 语言，熟练使用 Spring Boot、Spring Cloud 等主流框架;熟悉信创数据库，如达梦、人大金仓等，具备数据库设计、开发与优化能力;熟悉分布式系统、微服务架构，具备高并发、高可用系统开发经验;了解地图服务、数据可视化相关后端接口开发。项目经验:3 年以上 Java 后端开发经验，主导或参与过至少1个大型项目的后端架构设计与开发;有民航、交通、无人机相关领域项目经验者优...,Boss直聘,,,,,,,,,
后端研发工程师（JAVA开发）,成都天奥集团有限公司,12001,24000,成都,郫都,合作街道,本科,3-5年,300-499人,国企,全职,2025-06-25 00:07:42,岗位职责：1.负责所在业务方向相关产品的后端开发及系统架构优化，独立完成建模设计、接口设计，承担相关系统程序的性能提升、代码优化；2.独立完成模块功能开发、单元测试、Bug修复、项目上线，并按规范书写思路清晰的概要设计和详细设计；3.参与团队的技术文档和开发规范的制订，并对开发过程进行周期性总结，持续地优化开发流程；4.参与项目或产品的需求分析讨论及技术设计。任职资格：1.计算机相关专业，本科及以...,Boss直聘,,,,,,,,,
JAVA开发工程师,北京众策科技咨询有限公司,13001,18000,成都,武侯,桂溪,本科,5-10年,20-99人,民营,全职,2025-06-25 00:00:03,• Minimum 4 years of experience in Java programming• Strong knowledge of Spring Boot & Spring Cloud Frameworks• Familiar with JVM,Boss直聘,,,,,,,,,
java开发（网络安全方向）,成都迈思信息技术有限公司,9001,10000,成都,武侯,桂溪,大专,3-5年,1000-9999人,民营,全职,2025-06-24 14:13:05,Java开发工程师岗位职责:1.设计和实现高效的大数据处理方案，包括ETL。2.使用Java和相关大数据技术开发可扩展的数据处理应用。3.优化数据处理流程，提高系统性能和数据质量。4.解决大数据相关技术难题，持续改进系统架构。5.开展技术选型验证、核心技术问题攻关。任职要求本科及以上工作年限2+任职要求:1.具备扎实的专业基础，如计算机体系结构、操作系统、计算机网络等。2熟悉大数据生态相关技术，如...,Boss直聘,,,,,,,,,
中级Java开发工程师,哈达农副产品股份有限公司,10001,18000,成都,锦江,春熙路,本科,3-5年,500-999人,股份制企业,全职,2025-06-24 12:30:24,岗位职责依据需求文档，运用Java编程语言进行系统设计与编码，确保代码质量与执行性能，实现业务功能模块的高质量交付。负责代码的单元测试，及时发现并修复系统缺陷，确保系统功能符合设计要求，减少线上故障风险。与产品、测试、前端等团队紧密协作，进行高效沟通，共同推进项目进度，确保项目按时交付。任职要求技术要求1.扎实掌握 Java 基础，熟悉 JVM 原理、多线程、集合框架等核心技术，能熟练运用相关知识...,Boss直聘,,,,,,,,,
初级java开发工程师,成都博智维讯信息技术股份有限公司,5001,8000,成都,武侯,桂溪,本科,无经验,300-499人,民营,校园,2025-06-23 16:32:10,岗位职责：1.负责项目及产品的Java后台程序研发，承担主要模块的研发、集成和部署工作。2.独立负责需求沟通、系统设计，按时提交高质量代码，完成开发任务。3.规范文档的编写、维护，以及其他与项目相关工作。4.帮助团队其他成员解决技术问题、进行技术分享，并参与系统日常运维工作。任职要求：1.统招应届本科及以上学历，性别，专业不限。2.物理，数学，计算机，通信技术，相关专业者优先。3.至少掌握一种编程...,Boss直聘,,,,,,,,,
服务端Java开发,诚迈科技,9001,12000,成都,武侯,桂溪,学历不限,3-5年,1000-9999人,上市公司,全职,2025-06-23 16:21:09,服务端Java开发，3年起工作经验,Boss直聘,,,,,,,,,
java开发-四川农信,成都高伟达信息技术有限公司,11001,18000,成都,武侯,桂溪,本科,5-10年,100-299人,上市公司,全职,2025-06-23 14:29:53,2、Java开发，主要是熟悉spring cloud分布式微服务架构及技术的，也是想要8年以上中二至中三那种比较厉害的候选人，这个岗位对于银行经验要求还是有一点，但是如果技术厉害且满足spring cloud分布式微服务架构及技术的，也可以投递,Boss直聘,,,,,,,,,
Java开发工程师(全栈）,成都迪孚数据处理有限责任公司,5001,8000,成都,金牛,,大专,1-3年,20-99人,民营,全职,2025-06-23 10:35:50,岗位职责: 1、依据需求，负责业务产品的定制化开发、单元测试、交叉代码走查、文档编写等日常工作; 2、参与需求、概设评审及业务方案的计并能给出自己建议; 3、编制项目相关的各类技术文档，完成团队内知识传递; 4、独立负责生产版本代码某模块功能的重构和提升; 5、完成领导交办的其他任务 任职要求： 1. 大专及以上学历，计算机相关专业； 2. 精通JSP、vue、Servlet等开发技术,Boss直聘,,,,,,,,,
java开发,上海治粟企业管理有限公司,6001,8000,成都,成华,府青路,本科,经验不限,20-99人,,全职,2025-06-22 16:12:47,岗位内容：1. 开发高质量的Java应用程序，保证代码的可读性、可维护性、可扩展性和性能。2. 参与需求分析、系统设计和开发计划的制定。3. 能够快速识别问题并提供有效的解决方案。4. 与产品和测试团队紧密合作，确保产品质量符合用户期望。任职要求：1. 精通Java编程语言和Spring框架，有大型项目开发经验。2. 拥有扎实的计算机基础，熟练掌握面向对象编程思想和设计模式。3. 熟练使用常见的W...,Boss直聘,,,,,,,,,
初级java开发工程师,京北方,10001,13000,成都,武侯,桂溪,本科,3-5年,10000人以上,民营,全职,2025-06-20 17:24:36,工作职责：1、根据项目已有规划设计完成相关功能的开发、测试工作；3、与项目组其他同事协作完成系统联调功能的开发、单元测试工作；4、按要求完成项目相关技术文档、管理文档的编写以及项目周报的编写；5、与公司其他部门配合，合理支持其他部门和领导提出的开发需求，并提出合理化建议；任职者要求：1、学信网本科双证及以上学历，计算机相关专业，开发相关工作年限为3年以上；2、熟练使用基于MyBatis/Sprin...,Boss直聘,,,,,,,,,
Java开发,青岛未来互连信息科技有限公司,7001,13000,成都,武侯,桂溪,本科,1-3年,20-99人,股份制企业,全职,2025-06-20 11:26:47,职位描述：1.在项目经理的带领下完成需求的开发，保证项目的开发进度和开发质量；2.参与需求分析、功能设计、功能开发、数据库设计及开发工作；3.配合运维同事排查线上运行的项目问题，并及时定位问题解决问题；职位要求：1.计算机或相关专业本科及以上学历，1-3年Java开发经验；2.熟悉常用的Linux命令，能独立部署配置nginx、tomcat、weblogic等常用服务器；3.熟悉Oracle、My...,Boss直聘,,,,,,,,,
