岗位名称,企业名称,最低薪资,最高薪资,工作城市,工作区域,工作街道,学历要求,工作年限要求,企业规模,企业性质,工作类型,岗位发布时间,岗位要求,source,js 有深度学习，机器学习，搜索，推荐等算法经验优先。 任职要求,任意一种计算机语言都可以～都在招哦～全国多个城市在招,偶尔加班若加班一天工作时间不超过10小时， 具体时间以项目告知为准 4.能一周左右入职 5.工作地点,善于寻求资源解决问题;对工作的熟悉度提升后，有自己创新的想法。表现出解决复杂问题的能力。6.可独立领导跨组的项目;在专业方面可以指导和培养新员工任职条件,工作稳定。入职即签合同，六险一金，社保全额，有带教！地点:北京 上海 杭州 苏州 南京 成都 武汉 西安 深圳 东莞全程线上面试，下午茶齐全，夜宵备好，城际班车。硬件开发/嵌入式开发/AI/算法/通用软件开发测试等都有职位。java/c/++/python/测试/GO/前端职位描述,开展后端服务的设计、开发、测试等工作；3、根据实际业务需求，完成各类设计文档、分析报告、ppt等材料的部分内容；4、根据部门领导安排的其他工作任务。 岗位要求,程序设计；3.根据设计文档或需求说明完成代码编写，调试，测试和维护；4.分析并解决软件开发过程中的问题；5.协助测试工程师制定测试计划，定位发现的问题；6.配合项目经理完成相关任务目标。任职要求,能提出优化建议。二、 任职要求,负责对应模块的需求管理；2、完成所负责模块的详细设计和接口设计； 3、负责分配到的开发任务或项目的进度控制；4、负责开发过程中异常情况的检核、报告、追踪和改善；5、负责自己开发的功能点的单元测试工作，并确保功能点品质。任职要求
后端开发工程师,四川金沙人力资源开发管理有限公司,15001,17000,成都,郫都,红光,本科,3-5年,100-299人,民营,全职,2025-07-03 15:19:28,1.工作内容：（1）系统架构设计负责公司核心产品的后端架构设计与优化，主导技术选型、模块拆分及系统可扩展性规划。构建高并发、高可用、低延迟的分布式系统，解决海量数据下的性能瓶颈问题。（2）代码开发与项目推进主导后端服务开发，编写高质量、可维护的代码，覆盖业务逻辑、API接口及中间件集成。推动代码规范落地，参与Code Review，提升团队整体代码质量与工程效率。（3）核心技术攻坚深入研究行业前沿...,Boss直聘,,,,,,,,,
测试脚本开发工程师,成都长城开发科技股份有限公司,10001,14000,成都,郫都,合作街道,本科,3-5年,1000-9999人,国企,全职,2025-07-03 01:24:22,【岗位职责】1、负责产品需求分析和用例设计输出；2、负责产品功能测试，输出测试报告；3、负责项目级脚本开发；4、负责项目进度推进和风险识别；5、参与功能测试自动化平台建设；6、参与持续集成建设。【任职资格】：1、本科及以上学历，软件、计算机等相关专业；2、具备3年以上自动化测试经验，可独立开发测试脚本，熟练掌握python；3、熟悉各种开源的服务端自动化测试框架，有进行二次开发的能力和经验；4、 ...,Boss直聘,,,,,,,,,
java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,14001,28000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:29,岗位要求：1、扎实的编程能力，熟悉算法和数据结构；熟悉计算机的基础理论；2、熟练使用java/c/c++/python/js其中一种语言，掌握Spring相关生态开源框架，熟悉MySql、MQ、Redis、SpringCloud等，熟悉事务、缓存、消息、负载均衡等；3、熟悉Linux开发环境；4、具有大规模高并发云服务设计和开发经验优先；5、有微服务、容器相关开发经验优先。任职要求：1、扎实的编程...,Boss直聘,,,,,,,,,
开发岗,融通人力资源开发有限公司,0,0,成都,锦江,沙河,本科,3-5年,10000人以上,国企,全职,2025-06-10 17:03:54,职责描述： 1.负责项目技术方案的设计与评审，依据业务需求制定微服务、分布式系统等合理技术架构，保障方案的可行性、扩展性和稳定性。 2.参与核心模块代码编写，解决技术难点，主导代码审查，确保代码质量符合可读性、性能优化、安全漏洞修复等规范。 3.负责调研并引入适合团队的新技术、框架或工具，如容器化技术，推动技术栈迭代，提升开发效率。 4.负责任务分配与进度把控工作，根据团队成员技术能力和特长分配开...,Boss直聘,,,,,,,,,
python脚本开发,成都长城开发科技股份有限公司,9001,14000,成都,郫都,合作街道,本科,1-3年,1000-9999人,国企,全职,2025-07-01 01:24:28,【岗位职责】1、负责产品需求分析和用例设计输出；2、负责产品功能测试，输出测试报告；3、负责项目级脚本开发；4、负责项目进度推进和风险识别；5、参与功能测试自动化平台建设；6、参与持续集成建设。【任职资格】：1、本科及以上学历，软件、计算机等相关专业；2、具备1年以上自动化测试经验，可独立开发测试脚本，熟练掌握python；3、熟悉各种开源的服务端自动化测试框架，有进行二次开发的能力和经验；4、 ...,Boss直聘,,,,,,,,,
java、C/C++、python等个后端开发,外企德科数字技术有限公司,16001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:26,岗位职责：1、负责业务体验产品相关产品研发，完成多个模块/组件的软件设计（含增量方式）、代码编写、单元测试、集成测试、静态检查、本地构成等工作，确保所负责模块可信、及时、高质量交付；2、负责设计实施高可用部署架构，实现弹性扩缩容，秒级故障自动切换，限流降级等核心功能，保障大规模集群的高效稳定运行； 经验要求：1、有开发经验，C/C++、Java、Scala、Python、JS等开发语言一种或多种；...,Boss直聘,,,,,,,,,
中高级java工程师,成都金邦耐科技股份有限公司,9001,12000,成都,武侯,金花桥,本科,3-5年,20-99人,股份制企业,全职,2025-07-10 15:10:21,工作职责：1、负责并参与应用系统平台设计、重构、优化，主导/参与技术难题攻关；2、负责并参与系统需求分析、功能模块详细设计，完成系统业务功能实现，配合完成测试及维护工作；3、推动跟进业务线需求，为改善系统的功能积极提出建议；4、参与代码review系统架构优化，以及性能调优；任职资格:1、JAVA基础扎实，熟悉IO、多线程、集合等基础知识，熟悉常用设计模式；2、对开源框架Spring、Spring...,Boss直聘,,,,,,,,,
高级java工程师,成都长城开发科技股份有限公司,14001,22000,成都,郫都,合作街道,本科,3-5年,1000-9999人,国企,全职,2025-06-20 10:51:37,【岗位职责】1、负责公司能源行业软件产品的研发工作；2、负责公司能源行业系统类软件功能实现与应用落地；3、负责软件的详细设计，维护详细设计文档4、根据需求进行软件架构的优化和新技术的引入；5、负责软件的编码、测试驱动、集成调试 。【任职要求】1、本科及以上学历，计算机相关专业， 具有良好的软件工程知识。2、 熟悉MVC模式，精通Java，SSH框架；3、 精通Spring全家桶的使用和深入掌握其运...,Boss直聘,,,,,,,,,
C/C++/Java/Python/JS软件开发/算法/数据,外企德科数字技术有限公司,17001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:27,岗位选择： 软件开发、软件测试、嵌入式开发、算法、运维、数据分析等（工作地点可选北京、上海、深圳、东莞、杭州、南京、武汉、成都、西安、长沙、苏州、济南、广州等） 岗位要求： 1、统招本科及以上学历（学信网可查），985/211/双一流大学优先；计算机、通信相关专业优先，非相关专业有相关工作经验也可以。 2、热爱编程，基础扎实，熟悉JAVA/C++/C/Python/JS/HTML/GO等编程语言中...,Boss直聘,,,,,,,,,
java产品经理,北京易才博普奥管理顾问有限公司,11001,15000,成都,成华,跳蹬河,本科,5-10年,1000-9999人,民营,全职,2025-07-10 14:00:27,岗位内容:1.负责Java应用程序的设计与开发，包括需求分析、系统设计、编码和测试等环节。2.参与数据库设计、需求讨论相关工作。3.研究新技术，不断提升开发效率和程序性能。4.改进现有系统、优化系统资源，提高系统稳定性和可靠性。5.参与团队内部培训、交流与分享会议，促进整个团队技术水平的提升。6.协助技术经理管理技术团队，任职要求:1.本科以上学历，5年以上年相关工作经验。熟悉Java语言，熟练掌...,Boss直聘,,,,,,,,,
java技术经理,四川创意科技有限公司,13001,17000,成都,郫都,犀浦,本科,3-5年,20-99人,上市公司,全职,2025-07-10 14:10:52,职位描述 岗位内容： 1. 参与研发领域大数据平台和软件产品的设计和开发工作，提升研发作业和指挥效率。 2. 以用户为中心，理解用户需求，交付高质量的产品；技续学习和引入软件开发和大数据开发新技术，对系统技术架构进行改进和优化，提升海量数据的处理性能和用户体验。 3. 负责大数据应用项目的可行性分析，制定软件开发、实施计划并亲自落实、执行；组织、协调软件项目所需的资源，及时解决软件项目开发、实施中...,Boss直聘,,,,,,,,,
java软件开发工程师,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:18,软件开发工程师1.学信网可查的本科以上学历，计算机相关专业优先2.掌握C/C++/Java/Python等其中一种或多种编程语言，熟悉Linux环境下相关开发。3.对基本数据结构和算法有一定了解，喜欢动手实践。4.具备良好的问题解决能力，乐于团队写作，热衷新技术，善于总结和分享。5.有容器领域、分布式系统、Linux内核、数据库引擎开发经验者优先。6.经验不限，年限越高能力越高薪资越高7.入职后有...,Boss直聘,,,,,,,,,
嵌入式开发工程师,成都市硅海武林科技有限公司,9001,18000,成都,郫都,德源,本科,3-5年,100-299人,民营,全职,2025-07-10 14:47:51,岗位职责：1、负责嵌入式设备软件硬件设计、调试，（原理图、PCB设计）；2、负责产品可靠性分析与提升；3、负责生产过程的软件技术支持、故障分析与定位；4、负责技术文档编写工作（产品说明、通信协议、技术报告、生产工艺等）；5、配合团队完成系统软件开发及调试；6、对客户进行远程和现场支持。 任职资格： 1、本科及以上学历，电子信息工程、电子科学与技术、自动化、测控、软件等专业； 2、3年以上相关工作经...,Boss直聘,,,,,,,,,
嵌入式软件开发工程师,成都四海万联智能电子设备有限公司,10001,15000,成都,金牛,金泉,本科,3-5年,100-299人,,全职,2025-07-10 13:48:02,岗位职责：1. 基于嵌入式ARM+linux或MCU完成车联网终端T-Box业务的应用软件开发和维护；2. 根据产品需求，参与模块详细设计、软件编码、单元测试等工作；3. 协助测试工程师制定测试用例，分析并解决问题；4、负责跟踪并完成项目中所需交付物，按持按量完成项目交付工作。任职资格：1.本科及以上学历，电子、通讯类、自动控制、计算机等相关专业，3年以上工作经验;2.熟悉C/C++语言开发，py...,Boss直聘,,,,,,,,,
java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,14001,28000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:30,岗位要求：1、扎实的编程能力，熟悉算法和数据结构；熟悉计算机的基础理论；2、熟练使用java/c/c++/python/js其中一种语言，掌握Spring相关生态开源框架，熟悉MySql、MQ、Redis、SpringCloud等，熟悉事务、缓存、消息、负载均衡等；3、熟悉Linux开发环境；4、具有大规模高并发云服务设计和开发经验优先；5、有微服务、容器相关开发经验优先。任职要求：1、扎实的编程...,Boss直聘,,,,,,,,,
嵌入式开发/QT开发（周末双休+全额公积金）,德科信息有限公司,10001,15000,成都,武侯,桂溪,本科,3-5年,1000-9999人,民营,全职,2025-07-10 12:36:11,岗位职责:1.负责完成产品的软件需求分析及架构设计;2.负责软件开发、底层驱动编写、应用程序开发、软件测试等工作;3.完成系统联调;4.负责编写软件设计及测试规范和设计文档。任职要求:1.集成电路、微电子、电子信息、通信、计算机等相关专业2.精通C/C++语言，3.具备丰富的嵌入式设备的信号处理或者信号完整性分析的经验，熟悉嵌入式操作系统(如Wince、Linux等)内核调度管理;4.熟练掌握实时...,Boss直聘,,,,,,,,,
嵌入式开发工程师,成都雷链新能源科技有限公司,10001,18000,成都,郫都,红光,本科,经验不限,20-99人,民营,全职,2025-07-10 11:43:53,岗位职责： 1.负责项目硬件设计开发，PCB LAYOUT。 1.负责MCU单片机程序开发。 2.负责部分电路设计工作。 3.负责项目需求分析、软件架构设计、驱动开发、功能实现。 4.负责软件项目资料归档。 任职要求： 1.精通 C/C+ +/python等语言开发； 2.精通STM32/GD32/GEEHY等一种或多种Cortext-M3/M4内核单片机，代码编写、软件集成、调试验证等； 3.精...,Boss直聘,,,,,,,,,
Java（现场面试）,成都迈思信息技术有限公司,8001,14000,成都,锦江,柳江,本科,5-10年,1000-9999人,民营,全职,2025-07-10 11:05:46,项目一1.参与电话平台相关系统的开发与维护，保障系统稳定运行。 2.参与需求分析、系统设计及技术方案制定，推动项目高效落地。 3.编写高质量代码，遵循开发规范，确保系统可维护性和扩展性。 4.与产品、测试、运维等团队协作，完成系统联调与上线支持。 5.持续优化系统性能，提升平台响应速度与稳定性。 6.跟踪并应用新技术，推动平台智能化与自动化能力提升。 7.配合完成系统文档编写与技术沉淀，提升团队整...,Boss直聘,,,,,,,,,
java银行对公，网银，司库，票据经验,新晨科技,10001,14000,成都,双流,煎茶,大专,3-5年,500-999人,民营,全职,2025-07-10 11:24:39,1、科技服务工作：负责对企业客户、客户经理提交的系统使用问题、各类痛点堵点问题、其他服务诉求进行分析并解答，持续跟进直至问题解决；2、价值输出工作：通过对一线提交的相关问题进行数据挖掘分析，整理提取有价值的内容反哺产品建设，同时对内部科技服务流程持续改进；3、分行服务工作：协调资源，同步信息，协助分行处理各种服务诉求。任职要求：1.有银行对公系统开发或技术服务支持、java背景，代码分析及日志查询...,Boss直聘,,,,,,,,,
前端开发工程师金牛,四川聆真科技有限公司,15001,18000,成都,武侯,桂溪,中专/中技,经验不限,20人以下,,全职,2025-07-10 11:08:59,岗位内容：1. 开发和维护现代 Web 应用程序，使用 JavaScript、HTML 和 CSS。2. 设计并开发前端交互界面，确保用户体验优良。3. 与团队合作，解决技术问题和提高代码质量。任职要求：1. 熟练掌握 JavaScript 的核心概念和语法。2. 能够使用 React 或 Vue.js 等流行的前端框架进行 Web 开发。3. 了解常用的前端工具链，如 Webpack、Babel...,Boss直聘,,,,,,,,,
java,北京易才博普奥管理顾问有限公司,11001,15000,成都,崇州,崇阳,大专,3-5年,1000-9999人,民营,全职,2025-07-10 10:12:17,岗位要求：1、思路清晰，有较强学习能力，喜欢技术专研；2、工作有激情，有较强的沟通能力与责任心；3、精通Java、SpringBoot、熟悉多线程、异步编程等技术；4、熟悉TCP、UDP、串口编程；5、熟练使用Mysql、Sql Server等数据库；7、熟练使用HTML5、JS、CSS3、JQuery、Bootstrap、vue、React等前端技术；8、有良好代码书写习惯；9、熟练使用Git版...,Boss直聘,,,,,,,,,
财务科技-Java高级工程师(资金认款方向),北京三快在线科技有限公司,0,0,成都,,,本科,3-5年,1000-9999人,上市公司,全职,2025-07-10 10:27:11,财务平台负责公司整体和各业务层面的财务管理工作，通过建设专业、全面、复合的财务管理能力和与业务经营的紧密结合来支持公司健康发展。目前财务平台拥有财务会计、财务报告、资金管理、税务管理、财务共享、财务系统、规划分析、财务BP和内控内审等主要工作方向。我们的目标是建设业界一流的财务管理能力和经营支持体系，为公司战略的正确落地、投入效率的持续提升、业务价值的不断增长保驾护航。欢迎加入财务平台，携手一起向...,Boss直聘,,,,,,,,,
短期岗位（6-12个月）- Java岗位,成都甲乙方程科技有限公司,9001,13000,成都,武侯,桂溪,本科,3-5年,20-99人,民营,全职,2025-07-10 10:45:11,紧急岗位：Java1名短期岗位：6个月-12个月要求到岗时间：本周内共性要求：1、学历：统招本科（硬性条件）2、工作经验：3年以及以上3、工作地点：天府二街软件园4、内网开发，提供电脑5、出差情况：会出差，短期出差，出差地看项目情况,Boss直聘,,,,,,,,,
java初级工程师,四川省三益康养服务有限公司,11001,12000,成都,新都,新都街道,本科,1-3年,100-299人,民营,全职,2025-07-10 10:03:05,岗位内容：1. 负责Java应用程序的设计与开发，包括需求分析、系统设计、编码和测试等环节。2. 研究新技术，不断提升开发效率和程序性能。3. 改进现有系统、优化系统资源，提高系统稳定性和可靠性。4. 参与团队内部培训、交流与分享会议，促进整个团队技术水平的提升。任职要求：1. 熟悉Java语言，熟练掌握Spring框架及相关开源技术。2. 具备扎实的计算机基础，熟悉数据结构、算法和网络编程等知识...,Boss直聘,,,,,,,,,
大模型应用系统开发实习生（智能分析方向）,北京三快在线科技有限公司,0,0,成都,,,本科,经验不限,1000-9999人,上市公司,全职,2025-07-10 10:55:29,基础研发平台是美团的核心技术平台，立足于“零售+科技”的战略定位，通过打造人工智能、大数据、云计算、安全等核心技术能力，以及研发效能平台、企业应用平台等公共服务，为业务提供稳定安全、扩展易用、技术领先的平台技术和产品服务。在这里，我们会参与到最前沿的技术研发和探索；能够接触超规模集群、海量数据，挑战高复杂业务场景，有机会与业界一流的工程师一起并肩前行。在这里，我们有超强的技术氛围，持续向社区贡献业...,Boss直聘,,,,,,,,,
苍穹系统二次开发,润建股份,7001,13000,成都,武侯,红牌楼,大专,1-3年,1000-9999人,股份制企业,全职,2025-07-10 10:52:01,岗位职责：1.负责金蝶产品星瀚+云苍穹模块技术设计开发工作2.负责金蝶低代码平台云苍穹二开工作3.负责跟进开发进度，快速迭代交付，保证产品的稳定性和性能2.根据详设文档或需求说明完成代码编写，调试，测试和维护 任职要求： 1.专科及以上学历 2.1年以上金蝶云苍穹开发经验 3.熟练使用java语言，熟悉IO，多线程开发 4.熟练使用云苍穹种各种插件开发，包括但不限于基础资料，单据，列表，单据转换，...,Boss直聘,,,,,,,,,
后端开发实习生,清华四川能源互联网研究院,150,200,成都,新都,三河,本科,无经验,100-299人,事业单位,实习,2025-07-10 09:19:40,岗位职责：1、参与团队所承担的国内龙头工业能源企业数据资源管理、数据治理、数字化转型咨询规划等项目，开展包括项目需求调研、业务梳理、数据处理、规则建模等工作；2、针对项目中明确的需求和前端相关功能,Boss直聘,,,,,,1、大学本科及以上，计算机、软件相关专业；...,,,
财务科技-Java高级工程师(资金流动性方向),北京三快在线科技有限公司,0,0,成都,,,本科,3-5年,1000-9999人,上市公司,全职,2025-07-10 10:22:13,财务平台负责公司整体和各业务层面的财务管理工作，通过建设专业、全面、复合的财务管理能力和与业务经营的紧密结合来支持公司健康发展。目前财务平台拥有财务会计、财务报告、资金管理、税务管理、财务共享、财务系统、规划分析、财务BP和内控内审等主要工作方向。我们的目标是建设业界一流的财务管理能力和经营支持体系，为公司战略的正确落地、投入效率的持续提升、业务价值的不断增长保驾护航。欢迎加入财务平台，携手一起向...,Boss直聘,,,,,,,,,
java高级工程师,四川瑞晟愿景数据科技有限公司,18001,25000,成都,武侯,石羊,本科,5-10年,20-99人,,全职,2025-07-10 09:42:20,岗位职责：1. 负责公司项目框架的基础研发，完成项目的核心开发工作，按照项目计划提交开发成果；2. 带领java工程师完成项目开发；3. 参与项目的需求分析的评审，编写概要设计文档 ；4. 主导重大技术决策及进行技术风险评估，执行设计及实现；5. 参与团队内、团队间技术沟通协作，确保系统架构设计合理保障项目质量与进度；6. 负责统筹集成测试、现场部署，确保系统正常运行。任职要求：1. 本科及以上学...,Boss直聘,,,,,,,,,
高级后端开发工程师,四川世纪纵辰实业有限公司,16001,25000,成都,金牛,金泉,本科,5-10年,20-99人,民营,全职,2025-07-10 09:28:18,岗位职责：直接职责）1、负责后端技术跟进及研究，软件系统的架构设计，编写框架代码和设计开发文档；2、负责进行系统的功能模块定义，程序接口设计；3、根据设计文档或需求说明完成代码编写、调试、测试与维护；4、分析并解决软件开发过程中的问题；5、配合部门完成相关任务目标。6、指导中级工程师成长、组织技术分享。业务职责1）进行产品需求分析和系统架构设计，负责公司核心业务模块开发，能独立攻关系统难点问题；2...,Boss直聘,,,,,,,,,
大模型应用系统开发实习生（智能分析方向）,北京三快在线科技有限公司,0,0,成都,,,本科,经验不限,1000-9999人,上市公司,全职,2025-07-10 10:47:19,基础研发平台是美团的核心技术平台，立足于“零售+科技”的战略定位，通过打造人工智能、大数据、云计算、安全等核心技术能力，以及研发效能平台、企业应用平台等公共服务，为业务提供稳定安全、扩展易用、技术领先的平台技术和产品服务。在这里，我们会参与到最前沿的技术研发和探索；能够接触超规模集群、海量数据，挑战高复杂业务场景，有机会与业界一流的工程师一起并肩前行。在这里，我们有超强的技术氛围，持续向社区贡献业...,Boss直聘,,,,,,,,,
中级后端开发工程师,四川科瑞远航信息技术有限公司,9001,13000,成都,武侯,桂溪,本科,5-10年,20-99人,民营,全职,2025-07-10 09:37:29,岗位职责:1.参与公司的项目开发工作；2.根据开发进度和任务分配，完成相应模块软件的设计、开发等任务；3.进行程序单元、功能测试，查出并解决软件缺陷，确保软件质量；4.负责业务系统的日常维护，解决生产问题和缺陷；5.根据公司技术文档规范编写技术文档及使用说明书。任职资格:1.大专及以上学历，计算机软件或相关专业，5年以上Java开发经验；2.扎实的Java编程基础，熟悉Spring、SpringM...,Boss直聘,,,,,,,,,
java后台工程师,四川喵喔文化传媒有限公司,13001,15000,成都,金牛,荷花池,高中,经验不限,20-99人,,全职,2025-07-10 08:27:56,岗位内容：1. 开发高质量的Java应用程序，保证代码的可读性、可维护性、可扩展性和性能。2. 参与需求分析、系统设计和开发计划的制定。3. 能够快速识别问题并提供有效的解决方案。4. 与产品和测试团队紧密合作，确保产品质量符合用户期望。任职要求：1. 精通Java编程语言和Spring框架，有大型项目开发经验。2. 拥有扎实的计算机基础，熟练掌握面向对象编程思想和设计模式。3. 熟练使用常见的W...,Boss直聘,,,,,,,,,
初级java工程师,成都乐美健健康管理有限公司,11001,12000,成都,武侯,玉林,本科,1-3年,100-299人,民营,全职,2025-07-10 07:54:15,岗位内容：1. 设计、开发并维护Java应用程序。2. 解决各种技术难题，保证代码的可靠性、高效性和安全性。3. 参与软件设计的讨论和计划制定。4. 与其他团队成员协作工作，提高团队整体技术水平。任职要求：1. 熟悉Java语言及相关技术，熟悉Spring框架。2. 具有扎实的编程基础和良好的面向对象编程思想。3. 对常见数据库如MySQL、Oracle等有一定的了解和应用经验。4. 对Web开发...,Boss直聘,,,,,,,,,
Java/C/python/web/C++/测试/JAVA,外企德科数字技术有限公司,15001,25000,成都,都江堰,聚源,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:11,岗位要求：1、扎实的编程能力，熟悉算法和数据结构；熟悉计算机的基础理论；2、熟练使用java/c/c++/python/js其中一种语言，掌握Spring相关生态开源框架，熟悉MySql、MQ、Redis、SpringCloud等，熟悉事务、缓存、消息、负载均衡等；3、熟悉Linux开发环境；4、具有大规模高并发云服务设计和开发经验优先；5、有微服务、容器相关开发经验优先。任职要求：1、扎实的编程...,Boss直聘,,,,,,,,,
操作系统开发工程师,瞬联软件科技(北京)有限公司,20001,30000,成都,武侯,桂溪,本科,5-10年,1000-9999人,外商独资,全职,2025-07-10 00:16:22,岗位要求：1. 负责AUTOSAR/OSEK OS性能优化、芯片移植和功能安全文档编写；2. 负责AUTOSAR/OSEK OS体系文档和技术材料编写；3. 负责商业项目和客户的技术支持与培训；4. 参与AUTOSAR/OSEK OS售前技术支持与评估；岗位职责：1. 本科及以上学历，通信、电子、自动化、计算机或相关专业，5年以上工作经验；2. 熟练使用C语言，使用过汇编语言，并掌握工作所需各种编...,Boss直聘,,,,,,,,,
java实习生,东华软件股份公司,100,130,成都,武侯,桂溪,本科,无经验,1000-9999人,上市公司,实习,2025-07-10 00:28:02,招25届毕业生 一、岗位职责： 1、协助项目组进行需求分析和设计； 2、参与项目设计和开发各个流程； 3、进行系统的功能定义和程序设计； 4、参与分析并解决软件开发过程中的问题； 5、配合领导完成相关目标任务。 二、岗位要求： 1、熟悉Java语言基础，包括面向对象、集合框架、异常体系、IO体系、并发集合、多线程等； 2、熟悉常用的设计模式； 3、具备数据结构与算法的基本知识； 4、熟悉J2EE技...,Boss直聘,,,,,,,,,
Java/C/C++/python/web,外企德科数字技术有限公司,14001,25000,成都,都江堰,聚源,本科,1-3年,10000人以上,合资,全职,2025-07-10 00:26:43,一线大厂岗位，涉及通信 芯片 半导体 智能汽车 云服务等各种业务。非常规外包岗位，薪资美丽，技术前沿，业务领先,Boss直聘,,,,,1)...,,,,
嵌入式软件开发工程师（汽车电子）,瞬联软件科技(北京)有限公司,15001,30000,成都,武侯,桂溪,本科,3-5年,1000-9999人,外商独资,全职,2025-07-10 00:30:03,岗位职责：1、负责AUTOSAR Classic Platform（CP）基础软件模块的需求分析、软件开发实现、软件代码集成、软件集成调试、软件维护及bug修复等工作；2、负责软件开发设计文档撰写及相关开发规范制定；3、对产品使用情况进行跟踪调试，依据市场需求和产品发展及时优化软件，不断提升产品性能。4、负责功能安全产品的开发相关工作。岗位要求：1. 计算机，通信，电子工程或相关专业本科以上学历；...,Boss直聘,,,,,,,,,
高级java工程师,成都博智云创科技有限公司,18001,25000,成都,武侯,桂溪,本科,5-10年,20-99人,民营,全职,2025-07-10 00:02:02,技术管理1.主导技术方案设计与评审，把控从售前POC到交付的全周期技术落地，协调SA、测试、运维团队资源2.负责团队技术规划，制定开发规范与质量管控体系（代码Review/性能优化/安全合规）3.攻克分布式架构（如分库分表、分布式事务）、高并发（百万级QPS）、高可用（容灾/降级）等核心难题4.推动技术预研与选型（如国产化替代、AI工具链引入），主导团队技术分享与能力提升团队管理1.负责团队的任务...,Boss直聘,,,,,,,,,
